4.2471,0.146953,0.148649
4.24645,0.131627,0.147648
4.24577,0.11623,0.146365
4.24525,0.10149,0.146459
4.2448,0.08697,0.147102
4.24445,0.0727295,0.14857
4.25206,-0.00389343,0.246794
4.25185,-0.0167868,0.249099
4.25132,-0.0316439,0.249146
4.2508,-0.0465024,0.249186
4.24999,-0.0616895,0.246639
4.17468,-0.148701,-0.439045
4.2574,-0.152392,0.347696
4.17415,-0.163397,-0.439052
4.25699,-0.167278,0.348798
4.2563,-0.182096,0.347316
4.24994,-0.360349,0.347163
4.24943,-0.375295,0.347452
4.2489,-0.39014,0.347368
4.24863,-0.405941,0.350223
4.24796,-0.420328,0.348656
4.23621,-0.446583,0.245989
4.23602,-0.463123,0.249747
4.23547,-0.47798,0.249631
4.15187,-0.489336,-0.540379
4.22379,-0.503706,0.147376
4.22334,-0.519158,0.14835
4.22275,-0.533576,0.147661
4.2221,-0.547396,0.146138
4.21024,-0.589322,0.0476396
4.20989,-0.606595,0.0502374
4.19754,-0.656244,-0.0502682
4.19703,-0.671663,-0.0499041
4.1966,-0.689144,-0.048078
4.18519,-0.712854,-0.148401
4.18466,-0.728612,-0.14806
4.1841,-0.742182,-0.148821
4.17277,-0.77073,-0.246788
4.2409,0.139647,0.0922241
4.24867,0.0641373,0.191526
4.24797,0.0488533,0.190115
4.24765,0.0352202,0.191655
4.24709,0.0203113,0.191417
4.24664,0.00562386,0.192061
4.25364,-0.0992714,0.294014
4.25307,-0.114211,0.293677
4.2525,-0.129137,0.293333
4.25179,-0.14405,0.291617
4.16848,-0.154576,-0.495934
4.2592,-0.235563,0.392894
4.25866,-0.250489,0.392844
4.25728,-0.29568,0.394983
4.2555,-0.340193,0.393197
4.25511,-0.355513,0.394654
4.25412,-0.369204,0.389913
4.24303,-0.398985,0.294678
4.24239,-0.412671,0.293203
4.24178,-0.427309,0.292401
4.22905,-0.48425,0.190759
4.22863,-0.499891,0.192087
4.21672,-0.543424,0.093684
4.21607,-0.555231,0.0915363
4.20388,-0.607644,-0.00656224
4.20329,-0.621739,-0.00736828
4.19087,-0.680456,-0.105461
4.19036,-0.694979,-0.105365
4.17783,-0.747827,-0.2065
4.17731,-0.761992,-0.206631
4.1612,-0.17507,-0.55809
4.24652,-0.406345,0.330261
4.23336,-0.478216,0.229619
4.22084,-0.535234,0.130023
4.20739,-0.616064,0.0296905
4.19489,-0.672051,-0.0700959
4.18191,-0.743292,-0.169293
4.16995,-0.782627,-0.269494
4.24037,0.140611,0.0869039
4.24674,0.028221,0.185407
4.24644,0.0138208,0.187364
4.2529,-0.0941001,0.2853
4.19036,-0.0882275,-0.310555
4.24065,-0.423879,0.280506
4.23748,0.149124,0.0565338
4.22462,0.0903778,-0.0456812
4.1994,-0.0362991,-0.242324
4.18635,-0.107327,-0.342149
4.16041,-0.248508,-0.540765
4.16463,-0.68093,-0.35445
4.17141,-0.782236,-0.255817
4.205,-0.003494,-0.200264
4.19175,-0.0737536,-0.302236
4.17876,-0.144002,-0.401829
4.16628,-0.199357,-0.501658
4.25645,-0.315596,0.393867
4.16481,-0.77786,-0.319959
4.23972,0.138637,0.0813906
4.1893,-0.0850963,-0.321744
4.17631,-0.153909,-0.421749
4.15903,-0.594155,-0.436978
4.2087,0.0172988,-0.172157
4.19558,-0.0516627,-0.273336
4.18244,-0.120883,-0.374716
4.21889,0.0779178,-0.0958769
4.20562,0.00926635,-0.198677
4.20508,-0.0052319,-0.198896
4.19246,-0.0593569,-0.300417
4.22755,0.120111,-0.0279505
4.22707,0.105853,-0.0275975
4.2263,0.0904991,-0.0297649
4.21391,0.0494566,-0.133489
4.20084,-0.0173973,-0.235002
4.20024,-0.032717,-0.235517
4.23305,0.147102,0.0151704
4.21987,0.090526,-0.0907741
4.20663,0.0226362,-0.193535
4.22848,0.121915,-0.0196955
4.21563,0.0690814,-0.123799
4.21495,0.0538466,-0.125156
4.23412,0.149573,0.0245504
4.22187,0.112078,-0.0791576
4.22133,0.0977852,-0.0793788
4.23025,0.132575,-0.00652061
4.23573,0.145234,0.0413084
4.23063,0.146151,-0.0074352
4.23019,0.131984,-0.00682077
4.22358,0.104348,-0.060314
4.21645,0.0599845,-0.113001
4.2355,0.151797,0.0368978
4.20858,0.0165698,-0.17299
4.22707,0.101225,-0.0261142
4.20442,-0.0104943,-0.203383
4.16519,-0.695041,-0.344298
4.20734,0.0124408,-0.183361
4.1941,-0.0569295,-0.285651
4.18038,-0.139268,-0.388097
4.24427,-0.392755,0.304323
4.16494,-0.76567,-0.322833
4.23643,0.148091,0.0470019
4.1975,-0.0463608,-0.256895
4.18425,-0.116742,-0.358962
4.15401,-0.490864,-0.519596
4.16036,-0.595407,-0.423903
4.18747,-0.700362,-0.13098
4.16592,-0.716968,-0.329969
4.16524,-0.735528,-0.330122
4.20343,-0.0252514,-0.207762
4.1911,-0.0803957,-0.306202
4.16513,-0.222587,-0.504702
4.16095,-0.606282,-0.414646
4.16034,-0.622207,-0.415018
4.15979,-0.636414,-0.415431
4.20996,0.0270989,-0.163446
4.19699,-0.0447676,-0.262358
4.18401,-0.116932,-0.361181
4.1619,-0.155159,-0.558177
4.17161,-0.17326,-0.459844
4.17109,-0.18783,-0.459819
4.15817,-0.258317,-0.558692
4.15274,-0.404873,-0.560706
4.15215,-0.420482,-0.561054
4.15752,-0.554104,-0.464853
4.1639,-0.659144,-0.36869
4.16334,-0.674253,-0.368953
4.16962,-0.786454,-0.271381
4.24664,-0.000451972,0.19413
4.25168,-0.151762,0.293158
4.25586,-0.333616,0.394369
4.25538,-0.347936,0.394664
4.24265,-0.406936,0.293694
4.22923,-0.476656,0.189861
4.15645,-0.484007,-0.498684
4.21646,-0.550861,0.0936963
4.20358,-0.615467,-0.00668633
4.19048,-0.685255,-0.107499
4.24313,-0.397713,0.295201
4.2303,-0.472834,0.198715
4.21706,-0.543023,0.0968122
4.20465,-0.600599,-0.00162037
4.1622,-0.633039,-0.393689
4.19195,-0.666696,-0.0998318
4.17908,-0.741653,-0.196637
4.16775,-0.767222,-0.295596
4.24673,-0.0266466,0.203845
4.15945,-0.172139,-0.575666
4.15279,-0.37628,-0.569867
4.15205,-0.393537,-0.571085
4.23221,-0.470411,0.216121
4.15859,-0.508333,-0.470162
4.15808,-0.523094,-0.469969
4.2198,-0.529345,0.118133
4.15751,-0.539037,-0.469981
4.20699,-0.603872,0.0217173
4.18146,-0.744869,-0.172999
4.16963,-0.787438,-0.270953
4.15286,-0.413614,-0.556627
4.16406,-0.690651,-0.35655
4.23775,0.14287,0.0612677
4.24604,0.0713501,0.164182
4.25118,-0.0735244,0.261988
4.25066,-0.0881586,0.26197
4.25695,-0.220413,0.366475
4.23952,-0.425251,0.270213
4.22734,-0.48588,0.17507
4.17725,-0.74989,-0.211311
4.21219,0.0405691,-0.146815
4.19966,-0.0335402,-0.240811
4.25009,-0.069943,0.25044
4.18757,-0.0927123,-0.33558
4.16531,-0.148018,-0.528238
4.16289,-0.222355,-0.526053
4.16253,-0.236193,-0.524743
4.15579,-0.441304,-0.519391
4.15539,-0.454873,-0.518649
4.24693,0.00279418,0.19584
4.18138,-0.13488,-0.380114
4.25256,-0.155104,0.302706
4.25181,-0.169491,0.300375
4.16899,-0.203521,-0.47454
4.15632,-0.277907,-0.569659
4.15215,-0.398622,-0.568409
4.16385,-0.67479,-0.363883
4.16084,-0.246748,-0.537225
4.15511,-0.433102,-0.528635
4.237,-0.434964,0.249579
4.16066,-0.579556,-0.426423
4.22539,0.090709,-0.0384576
4.2018,-0.0265109,-0.222828
4.18979,-0.0870148,-0.316408
4.16758,-0.149933,-0.506009
4.16536,-0.221653,-0.502829
4.15681,-0.497392,-0.490712
4.19252,-0.658593,-0.0971583
4.1684,-0.782631,-0.284251
4.24268,0.143096,0.108006
4.19832,-0.64492,-0.046744
4.18638,-0.707995,-0.138728
4.17443,-0.770092,-0.231251
4.21454,-0.557987,0.0779466
4.20252,-0.618379,-0.0157591
4.17865,-0.74136,-0.200846
4.15335,-0.313101,-0.585972
4.153,-0.326337,-0.58475
4.15258,-0.340786,-0.583891
4.14827,-0.477349,-0.578673
4.15788,-0.508094,-0.476935
4.1641,-0.645413,-0.371502
4.17041,-0.782977,-0.265028
4.15666,-0.484666,-0.496501
4.20378,-0.611307,-0.00618478
4.19187,-0.671403,-0.0990193
4.24434,0.143798,0.123552
4.22536,-0.499333,0.160797
4.21347,-0.562637,0.0692708
4.21295,-0.57562,0.0688102
4.20088,-0.635271,-0.0256724
4.18902,-0.699483,-0.116594
4.17707,-0.763025,-0.208537
4.23899,0.142502,0.0731078
4.20322,-0.0268232,-0.209271
4.16899,-0.153376,-0.491428
4.16735,-0.2117,-0.48727
4.15512,-0.281675,-0.579764
4.15473,-0.295815,-0.578642
4.15428,-0.31046,-0.578009
4.1529,-0.354662,-0.576171
4.15841,-0.51308,-0.470253
4.16609,-0.158992,-0.517112
4.2039,-0.606117,-0.00687062
4.16216,-0.637393,-0.39261
4.24922,-0.0239562,0.22659
4.16337,-0.156855,-0.543632
4.1554,-0.433116,-0.525871
4.22545,-0.491294,0.158903
4.23933,0.139622,0.077324
4.20385,-0.0190574,-0.205908
4.15517,-0.279569,-0.580014
4.15476,-0.294035,-0.578999
4.15443,-0.307809,-0.577464
4.15314,-0.350985,-0.575085
4.1528,-0.364698,-0.573718
4.1523,-0.379987,-0.573303
4.24459,-0.391276,0.306876
4.16404,-0.675906,-0.361762
4.23814,0.144729,0.0642825
4.25781,-0.26566,0.389903
4.15238,-0.335961,-0.587446
4.25722,-0.279189,0.388877
4.25702,-0.294358,0.392096
4.25657,-0.309766,0.393069
4.25629,-0.324848,0.395525
4.2556,-0.337934,0.393335
4.24304,-0.400923,0.295404
4.23107,-0.465517,0.203577
4.21828,-0.542647,0.108198
4.16375,-0.650331,-0.373125
4.15919,-0.256845,-0.549473
4.15466,-0.417771,-0.538086
4.23738,-0.427475,0.250645
4.16056,-0.571578,-0.43007
4.16729,-0.154213,-0.507275
4.17783,-0.148798,-0.409024
4.16572,-0.212494,-0.502486
4.25745,-0.269931,0.387908
4.25717,-0.28419,0.390044
4.25664,-0.298637,0.38995
4.25604,-0.329585,0.394754
4.24089,0.146495,0.0898733
4.24695,-0.00939912,0.200123
4.2465,-0.0241648,0.200843
4.18129,-0.136951,-0.380199
4.15695,-0.264758,-0.568142
4.15904,-0.550979,-0.45143
4.16471,-0.710928,-0.343488
4.17351,-0.765453,-0.24152
4.15872,-0.256534,-0.554051
4.15958,-0.56157,-0.442742
4.15433,-0.40996,-0.543847
4.23632,-0.439218,0.244574
4.15981,-0.555081,-0.442786
4.16505,-0.707687,-0.341356
